abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,japanese_name,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary,Level,Additional.Criteria,index,Location,Average.Level,Gym.Section
"['Synchronize', 'Inner Focus']",2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,65,8960,35,525,45,Moonlight Pokémon,110,1000000,1,95,Blackyブラッキー,Umbreon,88.1,197,60,130,65,dark,,27,2,0,NA,NA,167,,NA,1
"['Leaf Guard', 'Chlorophyll']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,110,8960,35,525,45,Verdant Pokémon,130,1000000,1,65,Leafiaリーフィア,Leafeon,88.1,470,60,65,95,grass,,25.5,4,0,NA,NA,168,,NA,1
"['Snow Cloak', 'Ice Body']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,60,8960,35,525,45,Fresh Snow Pokémon,110,1000000,0.8,65,Glaciaグレイシア,Glaceon,88.1,471,130,95,65,ice,,25.9,4,0,NA,NA,169,,NA,1
"['Natural Cure', 'Cloud Nine']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,40,5120,70,310,255,Cotton Bird Pokémon,60,600000,0.4,45,Tylttoチルット,Swablu,50,333,40,75,50,normal,flying,1.2,3,0,35,(),170,Route 210,25,3
"['Natural Cure', 'Cloud Nine']",0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,110,5120,70,590,45,Humming Pokémon,110,600000,1.1,75,Tyltalisチルタリス,Altaria,50,334,110,105,80,dragon,flying,20.6,3,0,NA,NA,171,,NA,3
"['Hustle', 'Serene Grace', 'Super Luck']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,20,2560,70,245,190,Spike Ball Pokémon,65,800000,0.3,35,Togepyトゲピー,Togepi,88.1,175,40,65,20,fairy,,1.5,2,0,NA,(high Friendship),172,Eterna City,20,2
"['Hustle', 'Serene Grace', 'Super Luck']",0.25,0.5,0,2,1,0.25,1,1,1,0.5,0,2,1,2,1,2,2,1,40,2560,70,405,75,Happiness Pokémon,85,800000,0.6,55,Togechickトゲチック,Togetic,88.1,176,80,105,40,fairy,flying,3.2,2,0,NA,(use Shiny Stone),173,,NA,2
"['Hustle', 'Serene Grace', 'Super Luck']",0.25,0.5,0,2,1,0.25,1,1,1,0.5,0,2,1,2,1,2,2,1,50,2560,70,545,30,Jubilee Pokémon,95,800000,1.5,85,Togekissトゲキッス,Togekiss,88.1,468,120,115,80,fairy,flying,38,4,0,NA,NA,174,,NA,2
"['Early Bird', 'Flash Fire', 'Unnerve']",1,0.5,1,1,1,2,0.5,1,0.5,0.5,2,0.5,1,1,0,2,0.5,2,60,5120,35,330,120,Dark Pokémon,30,1250000,0.6,45,Delvilデルビル,Houndour,50,228,80,50,65,dark,fire,10.8,2,0,24,(),175,Route 214,24,3
"['Early Bird', 'Flash Fire', 'Unnerve']",1,0.5,1,1,1,2,0.5,1,0.5,0.5,2,0.5,1,1,0,2,0.5,2,90,5120,35,600,45,Dark Pokémon,90,1250000,1.4,75,Hellgarヘルガー,Houndoom,50,229,140,90,115,dark,fire,35,2,0,NA,NA,176,Route 214,24,3
"['Magnet Pull', 'Sturdy', 'Analytic']",0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1,35,5120,70,325,190,Magnet Pokémon,70,1000000,0.3,25,Coilコイル,Magnemite,NA,81,95,55,45,electric,steel,6,1,0,30,(),177,Route 222,41,6
"['Magnet Pull', 'Sturdy', 'Analytic']",0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1,60,5120,70,465,60,Magnet Pokémon,95,1000000,1,50,Rarecoilレアコイル,Magneton,NA,82,120,70,70,electric,steel,60,1,0,NA,"(use Thunder Stone, in Gen 8+, or level up in a Magnetic Field area)",178,Route 222,41,6
"['Magnet Pull', 'Sturdy', 'Analytic']",0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1,70,5120,70,535,30,Magnet Area Pokémon,115,1000000,1.2,70,Jibacoilジバコイル,Magnezone,NA,462,130,90,60,electric,steel,180,4,0,NA,NA,179,,NA,6
"['Chlorophyll', 'Leaf Guard', 'Regenerator']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,55,5120,70,435,45,Vine Pokémon,115,1000000,1,65,Monjaraモンジャラ,Tangela,50,114,100,40,60,grass,,35,1,0,NA,(after Ancient Power learned),180,Greath Marsh,NA,6
"['Chlorophyll', 'Leaf Guard', 'Regenerator']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,100,5120,70,535,30,Vine Pokémon,125,1000000,2,100,Mojumboモジャンボ,Tangrowth,50,465,110,50,50,grass,,128.6,4,0,NA,NA,181,,NA,6
"['Speed Boost', 'Compoundeyes', 'Frisk']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,65,5120,70,390,75,Clear Wing Pokémon,45,1000000,1.2,65,Yanyanmaヤンヤンマ,Yanma,50,193,75,45,95,bug,flying,38,2,0,NA,(after Ancient Power learned),182,Greath Marsh,NA,6
"['Speed Boost', 'Tinted Lens', 'Frisk']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,76,5120,70,515,30,Ogre Darner Pokémon,86,1000000,1.9,86,Megayanmaメガヤンマ,Yanmega,50,469,116,56,95,bug,flying,51.5,4,0,NA,NA,183,,NA,6
"['Chlorophyll', 'Solar Power', 'Harvest']",1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,68,6400,70,460,200,Fruit Pokémon,83,1250000,2,99,Tropiusトロピウス,Tropius,50,357,72,87,51,grass,flying,100,3,0,NA,NA,184,Greath Marsh,NA,6
"['Lightningrod', 'Rock Head', 'Reckless']",1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,85,5120,70,345,120,Spikes Pokémon,95,1250000,1,80,Sihornサイホーン,Rhyhorn,50,111,30,30,25,ground,rock,115,1,0,42,(),185,Route 213,22,2
"['Lightningrod', 'Rock Head', 'Reckless']",1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,130,5120,70,485,60,Drill Pokémon,120,1250000,1.9,105,Sidonサイドン,Rhydon,50,112,45,45,40,ground,rock,120,1,0,NA,(trade holding Protector),186,Victory Road,51,7
"['Lightningrod', 'Solid Rock', 'Reckless']",1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,140,5120,70,535,30,Drill Pokémon,130,1250000,2.4,115,Dosidonドサイドン,Rhyperior,50,464,55,55,40,ground,rock,282.8,4,0,NA,NA,187,,NA,7
"['Levitate', 'Frisk']",0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,40,6400,35,295,190,Requiem Pokémon,90,800000,0.8,20,Yomawaruヨマワル,Duskull,50,355,30,90,25,ghost,,15,3,0,37,(),188,Route 209,16,1
"['Pressure', 'Frisk']",0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,70,6400,35,455,90,Beckon Pokémon,130,800000,1.6,40,Samayouruサマヨール,Dusclops,50,356,60,130,25,ghost,,30.6,3,0,NA,(trade holding Reaper Cloth),189,,NA,1
"['Pressure', 'Frisk']",0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,100,6400,35,525,45,Gripper Pokémon,135,800000,2.2,45,Yonoirヨノワール,Dusknoir,50,477,65,135,45,ghost,,106.6,4,0,NA,NA,190,,NA,1
"['Trace', 'Download', 'Analytic']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,60,5120,70,395,45,Virtual Pokémon,70,1000000,0.8,65,Porygonポリゴン,Porygon,NA,137,85,75,40,normal,,36.5,1,0,NA,(trade holding Upgrade),191,Veilstone City,20,2
"['Trace', 'Download', 'Analytic']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,5120,70,515,45,Virtual Pokémon,90,1000000,0.6,85,Porygon2ポリゴン２,Porygon2,NA,233,105,95,60,normal,,32.5,2,0,NA,(trade holding Dubious Disc),192,,NA,2
"['Adaptability', 'Download', 'Analytic']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,5120,70,535,30,Virtual Pokémon,70,1000000,0.9,85,Porygon-zポリゴンＺ,Porygon-Z,NA,474,135,75,90,normal,,34,4,0,NA,NA,193,,NA,2
"['Swarm', 'Technician', 'Steadfast']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,110,6400,70,500,45,Mantis Pokémon,80,1000000,1.5,70,Strikeストライク,Scyther,50,123,55,80,105,bug,flying,56,1,0,NA,NA,194,Route 210,25,3
"['Swarm', 'Technician', 'Light Metal']",0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,150,6400,70,600,25,Pincer Pokémon,140,1000000,1.8,70,Hassamハッサム,Scizor,50,212,65,100,75,bug,steel,118,2,0,NA,NA,195,,NA,3
"['Static', 'Vital Spirit']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,63,6400,70,360,45,Electric Pokémon,37,1000000,0.6,45,Elekidエレキッド,Elekid,75.4,239,65,55,95,electric,,23.5,2,0,30,(),196,Route 205,11,0
"['Static', 'Vital Spirit']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,83,6400,70,490,45,Electric Pokémon,57,1000000,1.1,65,Elebooエレブー,Electabuzz,75.4,125,95,85,105,electric,,30,1,0,NA,(trade holding Electirizer),197,Route 222,41,6
"['Motor Drive', 'Vital Spirit']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,123,6400,70,540,30,Thunderbolt Pokémon,67,1000000,1.8,75,Elekibleエレキブル,Electivire,75.4,466,95,85,95,electric,,138.6,4,0,NA,NA,198,,NA,6
"['Flame Body', 'Vital Spirit']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,75,6400,70,365,45,Live Coal Pokémon,37,1000000,0.7,45,Bubyブビィ,Magby,75.4,240,70,55,83,fire,,21.4,2,0,30,(),199,,NA,6
"['Flame Body', 'Vital Spirit']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,95,6400,70,495,45,Spitfire Pokémon,57,1000000,1.3,65,Booberブーバー,Magmar,75.4,126,100,85,93,fire,,44.5,1,0,NA,(trade holding Magmarizer),200,Fuego Ironworks,29,3
"['Flame Body', 'Vital Spirit']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,95,6400,70,540,30,Blast Pokémon,67,1000000,1.6,75,Booburnブーバーン,Magmortar,75.4,467,125,95,83,fire,,68,4,0,NA,NA,201,,NA,3
"['Oblivious', 'Snow Cloak', 'Thick Fat']",1,1,1,0,1,2,2,1,1,2,1,1,1,0.5,1,1,2,2,50,5120,70,250,225,Pig Pokémon,40,1250000,0.4,50,Urimooウリムー,Swinub,50,220,30,30,50,ice,ground,6.5,2,0,33,(),202,Route 217,35,5
"['Oblivious', 'Snow Cloak', 'Thick Fat']",1,1,1,0,1,2,2,1,1,2,1,1,1,0.5,1,1,2,2,100,5120,70,450,75,Swine Pokémon,80,1250000,1.1,100,Inomooイノムー,Piloswine,50,221,60,60,50,ice,ground,55.8,2,0,NA,(after Ancient Power learned),203,Route 217,35,5
"['Oblivious', 'Snow Cloak', 'Thick Fat']",1,1,1,0,1,2,2,1,1,2,1,1,1,0.5,1,1,2,2,130,5120,70,530,50,Twin Tusk Pokémon,80,1250000,2.5,110,Mammooマンムー,Mamoswine,50,473,70,60,80,ice,ground,291,4,0,NA,NA,204,,NA,5
"['Inner Focus', 'Ice Body', 'Moody']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,50,5120,70,300,190,Snow Hat Pokémon,50,1000000,0.7,50,Yukiwarashiユキワラシ,Snorunt,50,361,50,50,50,ice,,16.8,3,0,NA,NA,205,Route 216,33,4
"['Inner Focus', 'Ice Body', 'Moody']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,120,5120,70,580,75,Face Pokémon,80,1000000,1.5,80,Onigohriオニゴーリ,Glalie,50,362,120,80,100,ice,,256.5,3,0,NA,NA,206,,NA,4
"['Snow Cloak', 'Cursed Body']",0.5,2,1,1,1,0,2,1,2,1,1,0.5,0,0.5,1,2,2,1,80,5120,70,480,75,Snow Land Pokémon,70,1000000,1.3,70,Yukimenokoユキメノコ,Froslass,0,478,80,70,110,ice,ghost,26.6,4,0,NA,NA,207,,NA,4
"['Pressure', 'Super Luck', 'Justified']",2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,150,6400,35,565,30,Disaster Pokémon,60,1059860,1.2,65,Absolアブソル,Absol,50,359,115,60,115,dark,,47,3,0,NA,NA,208,Route 213,22,2
"['Pressure', 'Telepathy', 'Levitate']",0.5,2,2,0.5,2,0,0.5,1,2,0.5,1,2,0,0.5,1,1,1,0.5,120,30720,0,680,3,Renegade Pokémon,100,1250000,4.5,150,Giratina (another Forme)ギラティナ,Giratina,NA,487,120,100,90,ghost,dragon,750,4,1,NA,NA,209,Distortion World,60,7
